Begrotingsjaar,Valuta,eenheid,Uitgaven (U) Verplichtingen (V) Ontvangsten (O),Begrotingsstaat,Onderdeel,Omschrijving,ontwerpbegroting,vastgestelde begroting,1ste suppletoire begroting,2de suppletoire begroting,Realisatie,Url
2013,Euro,x1000,O,A: Infrastructuurfonds,11,Hoofdwatersystemen,0,0,0,0,0,
2013,Euro,x1000,O,A: Infrastructuurfonds,12,Hoofdwegennet,262105,262105,127451,173148,150887,
2013,Euro,x1000,O,A: Infrastructuurfonds,13,Railwegen,60000,60000,172581,216441,202042,
2013,Euro,x1000,O,A: Infrastructuurfonds,14,Regionaal: lokale infra,0,0,600,600,0,
2013,Euro,x1000,O,A: Infrastructuurfonds,15,Hoofdvaarwegennet,30036,30036,39210,20942,10853,
2013,Euro,x1000,O,A: Infrastructuurfonds,16,Megaprojecten niet-Verkeer en Vervoer,0,0,0,0,0,
2013,Euro,x1000,O,A: Infrastructuurfonds,17,Megaprojecten Verkeer en Vervoer,3000,3000,1099,99,2346,
2013,Euro,x1000,O,A: Infrastructuurfonds,18,Overige uitgaven en ontvangsten,0,0,147317,147317,147319,
2013,Euro,x1000,O,A: Infrastructuurfonds,19,Bijdrage andere begrotingen Rijk,5879349,5879349,5812220,5719716,5722871,
2013,Euro,x1000,O,A: Infrastructuurfonds,-,TOTAAL,6234490,6234490,6300478,6278263,6236318,
2013,Euro,x1000,O,B: Gemeentefonds,1,Gemeentefonds,0,0,0,51,51,
2013,Euro,x1000,O,B: Gemeentefonds,-,TOTAAL,0,0,0,51,51,
2013,Euro,x1000,O,C: Provinciefonds,1,Provinciefonds,0,0,0,0,0,
2013,Euro,x1000,O,C: Provinciefonds,-,TOTAAL,0,0,0,0,0,
2013,Euro,x1000,O,F: Diergezondheidsfonds,1,Bewaking en bestrijding van dierziekten,9700,9700,14336,17553,20541,
2013,Euro,x1000,O,F: Diergezondheidsfonds,-,TOTAAL,9700,9700,14336,17553,20541,
2013,Euro,x1000,O,H: BES-fonds,1,BES-fonds,0,0,0,0,0,
2013,Euro,x1000,O,H: BES-fonds,-,TOTAAL,0,0,0,0,0,
2013,Euro,x1000,O,I: De Koning,1,UITKERING LEDEN KONINKLIJK HUIS,0,0,0,0,0,
2013,Euro,x1000,O,I: De Koning,2,Functionele uitgaven van de Koning,0,0,293,293,293,
2013,Euro,x1000,O,I: De Koning,3,Doorbelaste uitgaven van andere begrotingen,0,0,125,125,125,
2013,Euro,x1000,O,I: De Koning,-,TOTAAL,0,0,418,418,418,
2013,Euro,x1000,O,IIa: De Staten Generaal,1,Wetgeving en controle Eerste Kamer,79,79,79,90,204,
2013,Euro,x1000,O,IIa: De Staten Generaal,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,86,86,86,86,86,
2013,Euro,x1000,O,IIa: De Staten Generaal,3,Wetgeving en controle Tweede Kamer,2766,2766,4966,4966,4766,
2013,Euro,x1000,O,IIa: De Staten Generaal,4,Wetgeving en controle Eerste en Tweede Kamer,23,23,23,23,0,
2013,Euro,x1000,O,IIa: De Staten Generaal,10,Nominaal en onvoorzien,0,0,0,0,0,
2013,Euro,x1000,O,IIa: De Staten Generaal,-,TOTAAL,2954,2954,5154,5165,5056,
2013,Euro,x1000,O,IIb: Overige Hoge Colleges van Staat,1,Raad van State,2002,2002,2302,2302,2987,
2013,Euro,x1000,O,IIb: Overige Hoge Colleges van Staat,2,Algemene Rekenkamer,1217,1217,1217,1217,1101,
2013,Euro,x1000,O,IIb: Overige Hoge Colleges van Staat,3,De Nationale Ombudsman,1789,1789,2189,2719,2840,
2013,Euro,x1000,O,IIb: Overige Hoge Colleges van Staat,4,Kanselarij der Nederlandse Orden,29,29,29,29,130,
2013,Euro,x1000,O,IIb: Overige Hoge Colleges van Staat,5,Kabinet van de Gouverneur van de Nederlandse Antillen,0,0,0,0,0,
2013,Euro,x1000,O,IIb: Overige Hoge Colleges van Staat,6,Kabinet van de Gouverneur van Aruba,60,60,60,60,148,
2013,Euro,x1000,O,IIb: Overige Hoge Colleges van Staat,7,Kabinet van de Gouverneur van Curaçao,200,200,200,200,148,
2013,Euro,x1000,O,IIb: Overige Hoge Colleges van Staat,8,Kabinet van de Gouverneur van Sint Maarten,50,50,50,50,289,
2013,Euro,x1000,O,IIb: Overige Hoge Colleges van Staat,10,Nominaal en onvoorzien,0,0,0,0,0,
2013,Euro,x1000,O,IIb: Overige Hoge Colleges van Staat,-,TOTAAL,5347,5347,6047,6577,7643,
2013,Euro,x1000,O,III: Algemene Zaken,1,Bevorderen eenheid regeringsbeleid,4197,4197,6341,6341,6605,
2013,Euro,x1000,O,III: Algemene Zaken,4,Kabinet van de Koning,2402,2402,2410,2631,2572,
2013,Euro,x1000,O,III: Algemene Zaken,5,Cie v. Toez. I&V,0,0,0,0,39,
2013,Euro,x1000,O,III: Algemene Zaken,-,TOTAAL,6599,6599,8751,8972,9216,
2013,Euro,x1000,O,IV: Koninkrijksrelaties,1,Waarborgfunctie,4857,4857,4857,4857,5295,
2013,Euro,x1000,O,IV: Koninkrijksrelaties,2,Bevord.autonomie Koninkrijkspartners,28013,28013,28013,33169,34705,
2013,Euro,x1000,O,IV: Koninkrijksrelaties,3,Nominaal en onvoorzien,0,0,0,0,0,
2013,Euro,x1000,O,IV: Koninkrijksrelaties,-,TOTAAL,32870,32870,32870,38026,40000,
2013,Euro,x1000,O,IXa: Nationale Schuld,1,Financiering staatsschuld,47126831,46105830,50109831,53388505,51869439,
2013,Euro,x1000,O,IXa: Nationale Schuld,2,Kasbeheer,1929063,1921989,2172574,2196540,3205155,
2013,Euro,x1000,O,IXa: Nationale Schuld,-,TOTAAL,49055894,48027819,52282405,55585045,55074594,
2013,Euro,x1000,O,IXb: Financiën,1,Belastingen,852125,852125,812125,645125,648199,
2013,Euro,x1000,O,IXb: Financiën,2,Financiele Markten,176748,176748,169525,292403,362270,
2013,Euro,x1000,O,IXb: Financiën,3,Financ. act. Publiek-Private sector,5201977,5027343,6197126,7121120,9603301,
2013,Euro,x1000,O,IXb: Financiën,4,Internationale Fin. Betrekkingen,64091,32394,32394,34186,34336,
2013,Euro,x1000,O,IXb: Financiën,5,Exportkrediet- en investeringsverzekering,128550,128550,142550,216250,202684,
2013,Euro,x1000,O,IXb: Financiën,6,BTW-Compensatiefonds,0,0,0,0,0,
2013,Euro,x1000,O,IXb: Financiën,7,Beheer materiele activa,176986,1800,1800,2100,2278,
2013,Euro,x1000,O,IXb: Financiën,10,Nominaal en onvoorzien,0,0,0,0,0,
2013,Euro,x1000,O,IXb: Financiën,21,Centraal Apparaat,27525,27346,33505,31070,36211,
2013,Euro,x1000,O,IXb: Financiën,-,TOTAAL,6628002,6246306,7389025,8342254,10889279,
2013,Euro,x1000,O,J: Deltafonds,1,Investeren in waterveiligheid,87689,87689,89221,86356,92708,
2013,Euro,x1000,O,J: Deltafonds,2,Investeren in zoetwatervoorziening,2500,2500,8061,66,0,
2013,Euro,x1000,O,J: Deltafonds,3,Beheer: Onderhoud en vervanging,0,0,0,0,0,
2013,Euro,x1000,O,J: Deltafonds,4,Experimenteren cf. art.111 Deltawet,0,0,0,0,0,
2013,Euro,x1000,O,J: Deltafonds,5,Netwerkgebonden kosten en overige uitgaven,0,0,0,0,0,
2013,Euro,x1000,O,J: Deltafonds,6,Bijdrage ten laste van begroting Hoofdstuk XII,882371,882371,942289,973525,973745,
2013,Euro,x1000,O,J: Deltafonds,-,TOTAAL,972560,972560,1039571,1059947,1066453,
2013,Euro,miljoen,O,Rijk,-,TOTAAL,82250:3,81032:9,90796:1,96134:3,99016:8,
2013,Euro,miljoen,O,Rijk,A,Infrastructuurfonds,6234:5,6234:5,6300:5,6278:3,6236:3,
2013,Euro,miljoen,O,Rijk,B,Gemeentefonds,0,0,0,0:1,0:1,
2013,Euro,miljoen,O,Rijk,C,Provinciefonds,0,0,0,0,0,
2013,Euro,miljoen,O,Rijk,F,Diergezondheidsfonds,9:7,9:7,14:3,17:6,20:5,
2013,Euro,miljoen,O,Rijk,H,BES-fonds,0,0,0,0,0,
2013,Euro,miljoen,O,Rijk,I,De Koning,0,0,0:4,0:4,0:4,
2013,Euro,miljoen,O,Rijk,IIA,Staten-Generaal,3,3,5:2,5:2,5:1,
2013,Euro,miljoen,O,Rijk,IIB,Overige Hoge Colleges van Staat en Kabinetten,5:3,5:3,6,6:6,7:6,
2013,Euro,miljoen,O,Rijk,III,Algemene Zaken,6:6,6:6,8:8,9,9:2,
2013,Euro,miljoen,O,Rijk,IV,Koninkrijksrelaties,32:9,32:9,32:9,38,40,
2013,Euro,miljoen,O,Rijk,IXA,Nationale Schuld (Transactiebasis),49055:9,48027:8,52282:4,55585,55074:6,
2013,Euro,miljoen,O,Rijk,IXB,Financien,6628,6246:3,7389,8342:3,10889:3,
2013,Euro,miljoen,O,Rijk,J,Deltafonds,972:6,972:6,1039:6,1059:9,1066:5,
2013,Euro,miljoen,O,Rijk,V,Buitenlandse Zaken,844:5,844:5,787:2,685,758:6,
2013,Euro,miljoen,O,Rijk,VI,Veiligheid en Justitie,1362:1,1362:1,1248:8,1310:6,1465:3,
2013,Euro,miljoen,O,Rijk,VII,Binnenlandse Zaken en Koninkrijksrelaties,712:7,106:1,96:1,140,161:7,
2013,Euro,miljoen,O,Rijk,VIII,Onderwijs: Cultuur en Wetenschap,1190:5,1190:5,1158:7,1239:3,1256,
2013,Euro,miljoen,O,Rijk,X,Defensie,373:8,373:8,349:4,324:6,308:5,
2013,Euro,miljoen,O,Rijk,XII,Infrastructuur en Milieu,176:1,176:1,177:2,213:5,220:6,
2013,Euro,miljoen,O,Rijk,XIII,Economische Zaken,12820:3,12824,17211:6,17921:3,17974:6,
2013,Euro,miljoen,O,Rijk,XV,Sociale Zaken en Werkgelegenheid,1758:5,1785,1854:7,2024:4,2050:9,
2013,Euro,miljoen,O,Rijk,XVI,Volksgezondheid: Welzijn en Sport,63:5,63:5,136,206:8,810:2,
2013,Euro,miljoen,O,Rijk,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,0,14:3,71:7,95:8,80:5,
2013,Euro,miljoen,O,Rijk,XVIII,Wonen & Rijksdienst,0,754:3,625:6,630:7,580:4,
2013,Euro,x1000,O,V: Buitenlandse Zaken,1,Internationale rechtsorde en mensenrechten,0,0,0,0,0,
2013,Euro,x1000,O,V: Buitenlandse Zaken,2,Grotere veiligheid en stabiliteit en humanitaire hulp,1167,1167,1167,1167,2057,
2013,Euro,x1000,O,V: Buitenlandse Zaken,3,Europese samenwerking,685267,685267,685267,573923,592213,
2013,Euro,x1000,O,V: Buitenlandse Zaken,4,Meer welvaart en minder armoede,57363,57363,0,0,0,
2013,Euro,x1000,O,V: Buitenlandse Zaken,5,Toegenomen menselijke ontplooiing en sociale ontwikkeling,0,0,0,0,0,
2013,Euro,x1000,O,V: Buitenlandse Zaken,6,Duurzaam water- en milieubeheer,0,0,0,0,0,
2013,Euro,x1000,O,V: Buitenlandse Zaken,7,Welzijn en veiligheid van Nederlanders in het buitenland,41300,41300,41300,41300,48264,
2013,Euro,x1000,O,V: Buitenlandse Zaken,8,Versterkt cultureel profiel en positieve beeldvorming NL,790,790,790,790,774,
2013,Euro,x1000,O,V: Buitenlandse Zaken,9,Geheim,0,0,0,0,0,
2013,Euro,x1000,O,V: Buitenlandse Zaken,10,Nominaal en onvoorzien,0,0,0,0,0,
2013,Euro,x1000,O,V: Buitenlandse Zaken,11,Algemeen,58626,58626,58626,67850,115293,
2013,Euro,x1000,O,V: Buitenlandse Zaken,-,TOTAAL,844513,844513,787150,685030,758601,
2013,Euro,x1000,O,VI: Veiligheid en Justitie,12,Rechtspleging en rechtsbijstand,0,0,0,0,0,
2013,Euro,x1000,O,VI: Veiligheid en Justitie,13,Rechtshandhaving: criminaliteits- en terrorismebestrijding,0,0,0,0,0,
2013,Euro,x1000,O,VI: Veiligheid en Justitie,14,Jeugd,0,0,0,0,0,
2013,Euro,x1000,O,VI: Veiligheid en Justitie,21,Contraterrorisme- en nationaal veiligheidsbeleid,0,0,0,0,0,
2013,Euro,x1000,O,VI: Veiligheid en Justitie,23,Veiligheidsregio's en politie,0,0,0,0,0,
2013,Euro,x1000,O,VI: Veiligheid en Justitie,25,Veiligheid en bestuur,0,0,0,0,0,
2013,Euro,x1000,O,VI: Veiligheid en Justitie,29,Inspectie openbare orde en veiligheid,0,0,0,0,0,
2013,Euro,x1000,O,VI: Veiligheid en Justitie,31,Nationale Politie,500,500,500,500,269,
2013,Euro,x1000,O,VI: Veiligheid en Justitie,32,Rechtspleging en rechtsbijstand,309755,309755,262755,225103,222147,
2013,Euro,x1000,O,VI: Veiligheid en Justitie,33,Veiligheid en criminaliteitsbestrijding,1046498,1046498,981498,1063750,1086824,
2013,Euro,x1000,O,VI: Veiligheid en Justitie,34,Sanctietoepassing,1663,1663,1663,4990,98054,
2013,Euro,x1000,O,VI: Veiligheid en Justitie,35,Jeugd,2800,2800,1487,9037,13082,
2013,Euro,x1000,O,VI: Veiligheid en Justitie,36,Contraterrorisme en Nationaal Veiligheidsbeleid,0,0,0,0,212,
2013,Euro,x1000,O,VI: Veiligheid en Justitie,37,Vreemdelingen,0,0,0,0,27466,
2013,Euro,x1000,O,VI: Veiligheid en Justitie,91,Apparaatsuitgaven kerndepartement,868,868,921,7216,17223,
2013,Euro,x1000,O,VI: Veiligheid en Justitie,92,Nominaal en onvoorzien,0,0,0,0,0,
2013,Euro,x1000,O,VI: Veiligheid en Justitie,93,Geheim,0,0,0,0,17,
2013,Euro,x1000,O,VI: Veiligheid en Justitie,-,TOTAAL,1362084,1362084,1248824,1310596,1465294,
2013,Euro,x1000,O,VII: Binnenlandse Zaken en Koninkrijksrelaties,61,Openbaar bestuur en democratie,49465,49465,24465,24686,24816,
2013,Euro,x1000,O,VII: Binnenlandse Zaken en Koninkrijksrelaties,62,Algemene Inlichtingen- en Veiligheidsdienst,8214,8214,8214,8214,7440,
2013,Euro,x1000,O,VII: Binnenlandse Zaken en Koninkrijksrelaties,63,Woningmarkt,578445,0,0,0,0,
2013,Euro,x1000,O,VII: Binnenlandse Zaken en Koninkrijksrelaties,64,Woonomgeving en bouw,91,0,0,0,0,
2013,Euro,x1000,O,VII: Binnenlandse Zaken en Koninkrijksrelaties,65,Integratie en maatschappelijke samenhang,27566,0,0,0,0,
2013,Euro,x1000,O,VII: Binnenlandse Zaken en Koninkrijksrelaties,66,Dienstverlenende en innovatieve overheid,500,500,500,16472,17480,
2013,Euro,x1000,O,VII: Binnenlandse Zaken en Koninkrijksrelaties,67,Arbeidszaken overheid,820,820,820,820,1769,
2013,Euro,x1000,O,VII: Binnenlandse Zaken en Koninkrijksrelaties,68,Kwaliteit Rijksdienst,250,0,0,0,0,
2013,Euro,x1000,O,VII: Binnenlandse Zaken en Koninkrijksrelaties,69,Uitvoering Rijkshuisvesting,357,0,0,0,0,
2013,Euro,x1000,O,VII: Binnenlandse Zaken en Koninkrijksrelaties,70,Vreemdelingen,0,0,0,0,0,
2013,Euro,x1000,O,VII: Binnenlandse Zaken en Koninkrijksrelaties,71,Centraal Apparaat,27965,28144,43311,70989,91404,
2013,Euro,x1000,O,VII: Binnenlandse Zaken en Koninkrijksrelaties,72,Algemeen,0,0,0,0,0,
2013,Euro,x1000,O,VII: Binnenlandse Zaken en Koninkrijksrelaties,73,Nominaal en onvoorzien,0,0,0,0,0,
2013,Euro,x1000,O,VII: Binnenlandse Zaken en Koninkrijksrelaties,74,VUT-fonds,19000,19000,18800,18800,18816,
2013,Euro,x1000,O,VII: Binnenlandse Zaken en Koninkrijksrelaties,-,TOTAAL,712673,106143,96110,139981,161725,
2013,Euro,x1000,O,VIII: Onderwijs: Cultuur en Wetenschap,1,Primair onderwijs,1661,1661,1661,36661,39877,
2013,Euro,x1000,O,VIII: Onderwijs: Cultuur en Wetenschap,3,Voortgezet onderwijs,1361,1361,1361,19361,20143,
2013,Euro,x1000,O,VIII: Onderwijs: Cultuur en Wetenschap,4,Beroepsonderwijs en volwasseneneducatie,0,0,0,13500,18860,
2013,Euro,x1000,O,VIII: Onderwijs: Cultuur en Wetenschap,6,Hoger beroepsonderwijs,1213,1213,5981,5981,6447,
2013,Euro,x1000,O,VIII: Onderwijs: Cultuur en Wetenschap,7,Wetenschappelijk onderwijs,16,16,16,162,963,
2013,Euro,x1000,O,VIII: Onderwijs: Cultuur en Wetenschap,8,Internationaal onderwijsbeleid,99,99,99,99,754,
2013,Euro,x1000,O,VIII: Onderwijs: Cultuur en Wetenschap,9,Arbeidsmarkt en personeelsbeleid,0,0,0,7000,8576,
2013,Euro,x1000,O,VIII: Onderwijs: Cultuur en Wetenschap,11,Studiefinanciering,763301,763301,726296,731296,737384,
2013,Euro,x1000,O,VIII: Onderwijs: Cultuur en Wetenschap,12,Tegemoetkoming studiekosten,6189,6189,4720,4720,4709,
2013,Euro,x1000,O,VIII: Onderwijs: Cultuur en Wetenschap,13,Lesgelden,223529,223529,219400,214400,205687,
2013,Euro,x1000,O,VIII: Onderwijs: Cultuur en Wetenschap,14,Cultuur,1945,1945,5014,6940,9613,
2013,Euro,x1000,O,VIII: Onderwijs: Cultuur en Wetenschap,15,Media,190500,190500,193500,193500,193542,
2013,Euro,x1000,O,VIII: Onderwijs: Cultuur en Wetenschap,16,Onderzoek en wetenschappen,101,101,101,5091,4334,
2013,Euro,x1000,O,VIII: Onderwijs: Cultuur en Wetenschap,25,Emancipatie,0,0,0,0,21,
2013,Euro,x1000,O,VIII: Onderwijs: Cultuur en Wetenschap,91,Nominaal en onvoorzien,0,0,0,0,0,
2013,Euro,x1000,O,VIII: Onderwijs: Cultuur en Wetenschap,95,Apparaatskosten,567,567,567,567,5101,
2013,Euro,x1000,O,VIII: Onderwijs: Cultuur en Wetenschap,-,TOTAAL,1190482,1190482,1158716,1239278,1256011,
2013,Euro,x1000,O,X: Defensie,1,Opdracht Inzet,13707,13707,6707,5707,4807,
2013,Euro,x1000,O,X: Defensie,2,Taakuitvoering Zeestrijdkrachten,20164,20164,20044,18044,18882,
2013,Euro,x1000,O,X: Defensie,3,Taakuitvoering Landstrijdkrachten,20523,20523,20523,20523,26772,
2013,Euro,x1000,O,X: Defensie,4,Taakuitvoering Luchtstrijdkrachten,15286,15286,15227,13827,15256,
2013,Euro,x1000,O,X: Defensie,5,Taakuitvoering Koninklijke Marechaussee,4652,4652,4590,6890,7154,
2013,Euro,x1000,O,X: Defensie,6,Investeringen Krijgsmacht,205528,205528,136658,117358,118077,
2013,Euro,x1000,O,X: Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,42667,42667,77933,73533,59554,
2013,Euro,x1000,O,X: Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,44319,44319,60912,61912,55319,
2013,Euro,x1000,O,X: Defensie,9,Algemeen,0,0,0,0,0,
2013,Euro,x1000,O,X: Defensie,10,Centraal apparaat,6951,6951,6783,6783,2669,
2013,Euro,x1000,O,X: Defensie,11,Geheime uitgaven,0,0,0,0,0,
2013,Euro,x1000,O,X: Defensie,12,Nominaal en onvoorzien,0,0,0,0,0,
2013,Euro,x1000,O,X: Defensie,-,TOTAAL,373797,373797,349377,324577,308490,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,11,Waterkwantiteit,470,470,50,50,78,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,12,Waterkwaliteit,0,0,0,0,0,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,13,Ruimtelijke Ontwikkeling,934,934,1903,4359,6938,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,14,Wegen en verkeersveiligheid,6782,6782,6782,4869,5236,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,15,Openbaar vervoer,0,0,0,0,10,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,16,Spoor,0,0,0,0,0,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,17,Luchtvaart,42751,42751,42751,38145,38863,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,18,Scheepvaart,0,0,97,97,97,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,19,Klimaat,120000,120000,120000,128639,134567,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,20,Lucht en geluid,0,0,0,0,337,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,21,Duurzaamheid,0,0,0,0,125,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,22,Externe veiligheid en risico's,0,0,450,15787,16919,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,23,Meteorologie: seismologie en aardobservatie,0,0,0,0,0,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,24,Handhaving en toezicht,0,0,0,0,0,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,25,Bijdrage BDU,0,0,0,0,0,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,26,Bijdrage investeringsfondsen,0,0,0,0,0,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,97,Algemeen departement,2685,2685,2685,5907,4271,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,98,Apparaatsuitgaven Kerndepartement,2434,2434,2434,15694,13138,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,99,Nominaal en onvoorzien,0,0,0,0,0,
2013,Euro,x1000,O,XII: Infrastructuur en Milieu,-,TOTAAL,176056,176056,177152,213547,220579,
2013,Euro,x1000,O,XIII: Economische Zaken,11,Goed functionerende economie en markten,52265,52265,3856411,3847103,3846784,
2013,Euro,x1000,O,XIII: Economische Zaken,12,Een sterk innovatievermogen,45782,45782,47653,84569,96098,
2013,Euro,x1000,O,XIII: Economische Zaken,13,Een excellent ondernemingsklimaat,92599,92599,60847,69617,37435,
2013,Euro,x1000,O,XIII: Economische Zaken,14,Een doelmatige en duurzame energievoorziening,12194911,12212911,12812911,13461297,13547739,
2013,Euro,x1000,O,XIII: Economische Zaken,15,Een sterke internationale concurrentiepositie,14315,0,0,0,0,
2013,Euro,x1000,O,XIII: Economische Zaken,16,Een concurr.: duurz.en veilige agro-: viss.- en voedeselket.,291579,291579,296529,337647,329393,
2013,Euro,x1000,O,XIII: Economische Zaken,17,Groen onderwijs van hoge kwaliteit,75,75,75,3160,3910,
2013,Euro,x1000,O,XIII: Economische Zaken,18,Natuur: regio en ruimte,113714,113714,122195,90332,87438,
2013,Euro,x1000,O,XIII: Economische Zaken,40,Apparaat,15027,15027,15027,27536,25776,
2013,Euro,x1000,O,XIII: Economische Zaken,41,Nominaal en onvoorzien,0,0,0,0,0,
2013,Euro,x1000,O,XIII: Economische Zaken,-,TOTAAL,12820267,12823952,17211648,17921261,17974573,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,1,Arbeidsmarkt,37755,37755,37755,31855,30722,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,2,Bijstand: Toeslagenwet en Sociale werkvoorziening,127483,127483,73783,109421,111947,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,3,Arbeidsongeschiktheid,0,0,0,0,0,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,4,Jonggehandicapten,0,0,0,13775,13775,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,5,Werkloosheid,0,0,0,0,0,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,6,Ziekte en zwangerschap,0,0,0,298,301,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,7,Kinderopvang,1427015,1427015,1433015,1442137,1486635,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,8,Oudedagsvoorziening,0,0,0,0,0,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,9,Nabestaanden,0,0,0,0,0,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,10,Tegemoetkoming ouders,155199,154180,151577,226099,185843,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,11,Uitvoeringskosten,0,0,0,6289,6289,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,12,Rijksbijdragen,0,0,0,509,510,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,13,Integratie en maatschappelijke samenhang,0,27566,147566,157566,178858,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,41,Inkomensbeleid,0,0,0,0,0,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,42,Arbeidsparticipatie,0,0,0,0,0,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,43,Arbeidsverhoudingen,0,0,0,0,0,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,44,Gezond en veilig werken,0,0,0,0,0,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,45,Pensioenbeleid,0,0,0,0,0,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,46,Inkomensbescherming met activering,0,0,0,0,0,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,47,Aan het werk: Bemiddeling en Re-integratie,0,0,0,0,0,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,48,Sociale werkvoorziening,0,0,0,0,0,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,49,Overige inkomensbescherming,0,0,0,0,0,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,50,Tegemoetkoming specifieke kosten,0,0,0,0,0,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,51,Rijksbijdragen sociale fondsen,0,0,0,0,0,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,52,Kinderopvang,0,0,0,0,0,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,96,Apparaat,11035,11035,11035,11035,9744,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,97,Aflopende regelingen,0,0,0,356,510,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,98,Algemeen,0,0,0,25081,25812,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,99,Nominaal en onvoorzien,0,0,0,0,0,
2013,Euro,x1000,O,XV: Sociale Zaken en Werkgelegenheid,-,TOTAAL,1758487,1785034,1854731,2024421,2050946,
2013,Euro,x1000,O,XVI: Volksgezondheid: Welzijn en Sport,1,Volksgezondheid,0,0,10903,10903,16565,
2013,Euro,x1000,O,XVI: Volksgezondheid: Welzijn en Sport,2,Curatieve Zorg,0,0,61828,81281,78105,
2013,Euro,x1000,O,XVI: Volksgezondheid: Welzijn en Sport,3,Maatschappelijke Ondersteuning en Langdurige Zorg,0,0,3441,3441,7723,
2013,Euro,x1000,O,XVI: Volksgezondheid: Welzijn en Sport,4,Zorgbreed Beleid,0,0,4858,29858,20251,
2013,Euro,x1000,O,XVI: Volksgezondheid: Welzijn en Sport,5,Jeugd,0,0,9428,20628,24454,
2013,Euro,x1000,O,XVI: Volksgezondheid: Welzijn en Sport,6,Sport en Bewegen,0,0,1740,940,661,
2013,Euro,x1000,O,XVI: Volksgezondheid: Welzijn en Sport,7,Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog,0,0,901,901,1298,
2013,Euro,x1000,O,XVI: Volksgezondheid: Welzijn en Sport,8,Tegemoetkoming Specifieke Kosten,0,0,0,0,607111,
2013,Euro,x1000,O,XVI: Volksgezondheid: Welzijn en Sport,9,Algemeen,0,0,0,0,0,
2013,Euro,x1000,O,XVI: Volksgezondheid: Welzijn en Sport,10,Apparaatsuitgaven,0,0,37923,53894,54067,
2013,Euro,x1000,O,XVI: Volksgezondheid: Welzijn en Sport,11,Nominaal en Onvoorzien,0,0,5000,5000,0,
