Begrotingsjaar,Valuta,eenheid,Uitgaven (U) Verplichtingen (V) Ontvangsten (O),Begrotingsstaat,Onderdeel,Omschrijving,ontwerpbegroting,vastgestelde begroting,1ste suppletoire begroting,2de suppletoire begroting,Realisatie,Url
2014,Euro,x1000,U,XVII: Buitenlandse Handel & Ontwikkelingssamenwerking,44,Vrede en veiligheid voor ontwikkeling,685469,692469,494667,575169,572894,
2014,Euro,x1000,U,XVII: Buitenlandse Handel & Ontwikkelingssamenwerking,45,Versterkte kaders voor ontwikkeling,79011,79011,120507,186057,285068,
2014,Euro,x1000,U,XVII: Buitenlandse Handel & Ontwikkelingssamenwerking,-,TOTAAL,2795676,2795676,2672945,2723256,2813131,
2014,Euro,x1000,U,XVIII: Wonen en Rijksdienst,11,Woningmarkt,3031676,3031676,3141754,3140838,3404536,
2014,Euro,x1000,U,XVIII: Wonen en Rijksdienst,12,Woonomgeving en bouw,176384,176384,183650,151672,90136,
2014,Euro,x1000,U,XVIII: Wonen en Rijksdienst,13,Kwaliteit Rijksdienst,17896,17896,27906,31520,30006,
2014,Euro,x1000,U,XVIII: Wonen en Rijksdienst,14,Uitvoering Rijkshuisvesting,0,0,0,0,0,
2014,Euro,x1000,U,XVIII: Wonen en Rijksdienst,15,Beheer materiële activa,0,0,0,0,0,
2014,Euro,x1000,U,XVIII: Wonen en Rijksdienst,16,Uitvoering rijksvastgoedbeleid,144826,144826,154884,161360,162415,
2014,Euro,x1000,U,XVIII: Wonen en Rijksdienst,-,TOTAAL,3370782,3370782,3508194,3485390,3687093,
2014,Euro,x1000,V,A: Infrastructuurfonds,11,Hoofdwatersystemen,0,0,0,0,0,
2014,Euro,x1000,V,A: Infrastructuurfonds,12,Hoofdwegennet,4279533,4279533,3285408,3786062,3407686,
2014,Euro,x1000,V,A: Infrastructuurfonds,13,Spoorwegen,2018957,2018957,2496296,1751129,1635883,
2014,Euro,x1000,V,A: Infrastructuurfonds,14,Regionaal: lokale infra,230817,230817,663833,242911,240876,
2014,Euro,x1000,V,A: Infrastructuurfonds,15,Hoofdvaarwegennet,657706,657706,943017,991968,468336,
2014,Euro,x1000,V,A: Infrastructuurfonds,17,Megaprojecten Verkeer en Vervoer,0,0,52815,18738,5505,
2014,Euro,x1000,V,A: Infrastructuurfonds,18,Overige uitgaven en ontvangsten,228916,228916,135289,223851,219465,
2014,Euro,x1000,V,A: Infrastructuurfonds,19,Bijdrage andere begrotingen Rijk,0,0,0,0,0,
2014,Euro,x1000,V,A: Infrastructuurfonds,-,TOTAAL,7415929,7415929,7576658,7014659,5977751,
2014,Euro,x1000,V,B: Gemeentefonds,1,Gemeentefonds,18381232,18381232,0,0,0,
2014,Euro,x1000,V,B: Gemeentefonds,2,Apparaat,0,0,25055,33662,33544,
2014,Euro,x1000,V,B: Gemeentefonds,3,Programma,0,0,18425559,18694753,18694846,
2014,Euro,x1000,V,B: Gemeentefonds,-,TOTAAL,18381232,18381232,18450614,18728415,18728390,
2014,Euro,x1000,V,C: Provinciefonds,1,Provinciefonds,1171987,1171987,1247426,1289604,1295704,
2014,Euro,x1000,V,C: Provinciefonds,-,TOTAAL,1171987,1171987,1247426,1289604,1295704,
2014,Euro,x1000,V,F: Diergezondheidsfonds,1,Bewaking en bestrijding van dierziekten,10900,10900,20194,22366,32758,
2014,Euro,x1000,V,F: Diergezondheidsfonds,-,TOTAAL,10900,10900,20194,22366,32758,
2014,Euro,x1000,V,H: BES-fonds,1,BES-fonds,32709,32709,31906,36853,38786,
2014,Euro,x1000,V,H: BES-fonds,-,TOTAAL,32709,32709,31906,36853,38786,
2014,Euro,x1000,V,I: De Koning,1,UITKERING LEDEN KONINKLIJK HUIS,7614,7614,7614,7614,7592,
2014,Euro,x1000,V,I: De Koning,2,Functionele uitgaven van de Koning,26779,26779,26833,26833,26833,
2014,Euro,x1000,V,I: De Koning,3,Doorbelaste uitgaven van andere begrotingen,5594,5594,5630,5630,5691,
2014,Euro,x1000,V,I: De Koning,-,TOTAAL,39987,39987,40077,40077,40116,
2014,Euro,x1000,V,IIa: De Staten Generaal,1,Wetgeving en controle Eerste Kamer,11589,11589,11703,11770,9915,
2014,Euro,x1000,V,IIa: De Staten Generaal,2,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,32206,32206,32206,29231,27804,
2014,Euro,x1000,V,IIa: De Staten Generaal,3,Wetgeving en controle Tweede Kamer,93051,93051,97774,95462,99047,
2014,Euro,x1000,V,IIa: De Staten Generaal,4,Wetgeving en controle Eerste en Tweede Kamer,2506,2506,2506,2524,1589,
2014,Euro,x1000,V,IIa: De Staten Generaal,10,Nominaal en onvoorzien,-1252,-1252,-450,-1256,0,
2014,Euro,x1000,V,IIa: De Staten Generaal,-,TOTAAL,138100,138100,143739,137731,138355,
2014,Euro,x1000,V,IIb: Overige Hoge Colleges van Staat,1,Raad van State,59650,59650,61095,59943,58577,
2014,Euro,x1000,V,IIb: Overige Hoge Colleges van Staat,2,Algemene Rekenkamer,29841,29841,30130,30126,29947,
2014,Euro,x1000,V,IIb: Overige Hoge Colleges van Staat,3,De Nationale Ombudsman,15581,15581,16231,16643,16676,
2014,Euro,x1000,V,IIb: Overige Hoge Colleges van Staat,4,Kanselarij der Nederlandse Orden,3999,3999,4072,4073,3954,
2014,Euro,x1000,V,IIb: Overige Hoge Colleges van Staat,6,Kabinet van de Gouverneur van Aruba,1784,1784,1895,1906,1742,
2014,Euro,x1000,V,IIb: Overige Hoge Colleges van Staat,7,Kabinet van de Gouverneur van Curaçao,2815,2815,3143,3324,3371,
2014,Euro,x1000,V,IIb: Overige Hoge Colleges van Staat,8,Kabinet van de Gouverneur van Sint Maarten,2043,2043,3002,2814,2803,
2014,Euro,x1000,V,IIb: Overige Hoge Colleges van Staat,10,Nominaal en onvoorzien,0,0,573,0,0,
2014,Euro,x1000,V,IIb: Overige Hoge Colleges van Staat,-,TOTAAL,115713,115713,120141,118829,117070,
2014,Euro,x1000,V,III: Algemene Zaken,1,Bevorderen eenheid regeringsbeleid,57085,57085,57493,57824,62086,
2014,Euro,x1000,V,III: Algemene Zaken,4,Kabinet van de Koning,2331,2331,2360,2360,2335,
2014,Euro,x1000,V,III: Algemene Zaken,5,Cie v. Toez. I&V,1076,1076,1078,1078,1039,
2014,Euro,x1000,V,III: Algemene Zaken,-,TOTAAL,60492,60492,60931,61262,65460,
2014,Euro,x1000,V,IV: Koninkrijksrelaties,1,Waarborgfunctie,61821,61821,61873,61879,118121,
2014,Euro,x1000,V,IV: Koninkrijksrelaties,2,Bevord.autonomie Koninkrijkspartners,22230,21230,28465,193361,200167,
2014,Euro,x1000,V,IV: Koninkrijksrelaties,3,Nominaal en onvoorzien,1223,1223,328,140,0,
2014,Euro,x1000,V,IV: Koninkrijksrelaties,-,TOTAAL,85274,84274,90666,255380,318288,
2014,Euro,x1000,V,IXa: Nationale Schuld,1,Financiering staatsschuld,41562811,41562811,46580091,49430297,59639104,
2014,Euro,x1000,V,IXa: Nationale Schuld,2,Kasbeheer,7178511,7178511,5605103,8020898,6248279,
2014,Euro,x1000,V,IXa: Nationale Schuld,-,TOTAAL,48741322,48741322,52185194,57451195,65887383,
2014,Euro,x1000,V,IXb: Financiën,1,Belastingen,3297439,3297439,3371639,3225300,2933935,
2014,Euro,x1000,V,IXb: Financiën,2,Financiele Markten,57004,57004,64998,-8318156,-9827776,
2014,Euro,x1000,V,IXb: Financiën,3,Financ. act. Publiek-Private sector,303866,303866,86148,-860977,-1435070,
2014,Euro,x1000,V,IXb: Financiën,4,Internationale Fin. Betrekkingen,1081076,1081076,1082576,1057770,3649277,
2014,Euro,x1000,V,IXb: Financiën,5,Exportkrediet- en investeringsverzekering,10616386,10616386,10616386,10616446,-7294439,
2014,Euro,x1000,V,IXb: Financiën,6,BTW-Compensatiefonds,2816420,2816420,2817391,2902051,2953836,
2014,Euro,x1000,V,IXb: Financiën,7,Beheer materiele activa,306,306,306,306,350,
2014,Euro,x1000,V,IXb: Financiën,10,Nominaal en onvoorzien,3425,3425,6042,0,0,
2014,Euro,x1000,V,IXb: Financiën,21,Centraal Apparaat,204688,204688,208806,208119,205091,
2014,Euro,x1000,V,IXb: Financiën,-,TOTAAL,18380610,18380610,18254292,8830859,-8814796,
2014,Euro,x1000,V,J: Deltafonds,1,Investeren in waterveiligheid,1202246,1202246,1306276,775615,622126,
2014,Euro,x1000,V,J: Deltafonds,2,Investeren in zoetwatervoorziening,3143,3143,4819,4379,3870,
2014,Euro,x1000,V,J: Deltafonds,3,Beheer: Onderhoud en vervanging,232622,232622,244583,186128,190093,
2014,Euro,x1000,V,J: Deltafonds,4,Experimenteren cf. art.111 Deltawet,0,0,15000,30000,30000,
2014,Euro,x1000,V,J: Deltafonds,5,Netwerkgebonden kosten en overige uitgaven,237288,237288,247384,237443,236562,
2014,Euro,x1000,V,J: Deltafonds,6,Bijdrage ten laste van begroting Hoofdstuk XII,0,0,0,0,0,
2014,Euro,x1000,V,J: Deltafonds,7,Investeren in Waterkwaliteit,0,0,0,0,0,
2014,Euro,x1000,V,J: Deltafonds,-,TOTAAL,1675299,1675299,1818062,1233565,1082651,
2014,Euro,miljoen,V,Rijk,-,TOTAAL,235329:88,235392:44,241167:53,235195:19,221134:84,
2014,Euro,miljoen,V,Rijk,A,Infrastructuurfonds,7415:9,7415:9,7576:7,7014:7,5977:8,
2014,Euro,miljoen,V,Rijk,B,Gemeentefonds,18381:2,18381:2,18450:6,18728:4,18728:4,
2014,Euro,miljoen,V,Rijk,C,Provinciefonds,1172,1172,1247:4,1289:6,1295:7,
2014,Euro,miljoen,V,Rijk,F,Diergezondheidsfonds,10:9,10:9,20:2,22:4,32:8,
2014,Euro,miljoen,V,Rijk,H,BES-fonds,32:7,32:7,31:9,36:9,38:8,
2014,Euro,miljoen,V,Rijk,I,De Koning,40,40,40:1,40:1,40:1,
2014,Euro,miljoen,V,Rijk,IIA,Staten-Generaal,138:1,138:1,143:7,137:7,138:4,
2014,Euro,miljoen,V,Rijk,IIB,Overige Hoge Colleges van Staat en Kabinetten,115:7,115:7,120:1,118:8,117:1,
2014,Euro,miljoen,V,Rijk,III,Algemene Zaken,60:5,60:5,60:9,61:3,65:5,
2014,Euro,miljoen,V,Rijk,IV,Koninkrijksrelaties,85:3,84:3,90:7,255:4,318:3,
2014,Euro,miljoen,V,Rijk,IXA,Nationale Schuld (Transactiebasis),48741:3,48741:3,52185:2,57451:2,65887:4,
2014,Euro,miljoen,V,Rijk,IXB,Financien,18380:6,18380:6,18254:3,8830:9,-8814:8,
2014,Euro,miljoen,V,Rijk,J,Deltafonds,1675:3,1675:3,1818:1,1233:6,1082:7,
2014,Euro,miljoen,V,Rijk,V,Buitenlandse Zaken,8811:6,8811:6,9190:4,10209:1,11845:6,
2014,Euro,miljoen,V,Rijk,VI,Veiligheid en Justitie,11807:9,11807:9,12174:3,12647:3,12372:7,
2014,Euro,miljoen,V,Rijk,VII,Binnenlandse Zaken en Koninkrijksrelaties,631:3,635:8,785:8,826:5,974:5,
2014,Euro,miljoen,V,Rijk,VIII,Onderwijs: Cultuur en Wetenschap,35130,35160,36687,37292,36884,
2014,Euro,miljoen,V,Rijk,X,Defensie,8025:9,8025:9,7911:7,7648:6,7678:1,
2014,Euro,miljoen,V,Rijk,XII,Infrastructuur en Milieu,10171:1,10171:1,9845:3,9923:1,9741:4,
2014,Euro,miljoen,V,Rijk,XIII,Economische Zaken,9341:4,9341:4,9780:6,9574:7,6630:7,
2014,Euro,miljoen,V,Rijk,XV,Sociale Zaken en Werkgelegenheid,33755:9,33784:6,33362:5,30218:5,29243:7,
2014,Euro,miljoen,V,Rijk,XVI,Volksgezondheid: Welzijn en Sport,14596:6,14596:6,14731:5,13819:9,14756:8,
2014,Euro,miljoen,V,Rijk,XVII,Buitenlandse Handel & Ontwikkelingssamenwerking,3368,3368,3080:2,4121:1,2403:1,
2014,Euro,miljoen,V,Rijk,XVIII,Wonen & Rijksdienst,3440:9,3440:9,3578:3,3693:2,3696:3,
2014,Euro,x1000,V,V: Buitenlandse Zaken,1,Internationale rechtsorde en mensenrechten,0,0,0,0,0,
2014,Euro,x1000,V,V: Buitenlandse Zaken,2,Grotere veiligheid en stabiliteit en humanitaire hulp,0,0,0,0,0,
2014,Euro,x1000,V,V: Buitenlandse Zaken,3,Europese samenwerking,0,0,0,0,0,
2014,Euro,x1000,V,V: Buitenlandse Zaken,4,Meer welvaart en minder armoede,0,0,0,0,0,
2014,Euro,x1000,V,V: Buitenlandse Zaken,7,Welzijn en veiligheid van Nederlanders in het buitenland,0,0,0,0,0,
2014,Euro,x1000,V,V: Buitenlandse Zaken,8,Versterkt cultureel profiel en positieve beeldvorming NL,0,0,0,0,0,
2014,Euro,x1000,V,V: Buitenlandse Zaken,9,Geheim,0,0,0,0,0,
2014,Euro,x1000,V,V: Buitenlandse Zaken,10,Nominaal en onvoorzien,0,0,0,0,0,
2014,Euro,x1000,V,V: Buitenlandse Zaken,11,Algemeen,0,0,0,0,0,
2014,Euro,x1000,V,V: Buitenlandse Zaken,41,Internationale rechtsorde en eerbiediging mensenrechten,87367,87367,93599,96424,95895,
2014,Euro,x1000,V,V: Buitenlandse Zaken,42,Veiligheid en stabiliteit,244167,246167,269672,249149,331171,
2014,Euro,x1000,V,V: Buitenlandse Zaken,43,Europese Samenwerking,7658640,7658640,8081172,9138131,10725761,
2014,Euro,x1000,V,V: Buitenlandse Zaken,44,Consulaire belangenbehartiging,44311,42311,44344,41166,37800,
2014,Euro,x1000,V,V: Buitenlandse Zaken,45,Geheim,31,31,0,0,0,
2014,Euro,x1000,V,V: Buitenlandse Zaken,46,Nominaal en onvoorzien,67011,57011,7341,30,1,
2014,Euro,x1000,V,V: Buitenlandse Zaken,47,Apparaat,710123,720123,694230,684218,655015,
2014,Euro,x1000,V,V: Buitenlandse Zaken,-,TOTAAL,8811650,8811650,9190358,10209118,11845643,
2014,Euro,x1000,V,VI: Veiligheid en Justitie,31,Nationale Politie,5155411,5155411,5244447,5261882,5298340,
2014,Euro,x1000,V,VI: Veiligheid en Justitie,32,Rechtspleging en rechtsbijstand,1509230,1509230,1489040,1491153,1489787,
2014,Euro,x1000,V,VI: Veiligheid en Justitie,33,Veiligheid en criminaliteitsbestrijding,742753,742753,702576,718397,788041,
2014,Euro,x1000,V,VI: Veiligheid en Justitie,34,Sanctietoepassing,2271998,2271998,2492057,2593501,2585861,
2014,Euro,x1000,V,VI: Veiligheid en Justitie,35,Jeugd,738464,738464,730430,726514,346145,
2014,Euro,x1000,V,VI: Veiligheid en Justitie,36,Contraterrorisme en Nationaal Veiligheidsbeleid,253413,253413,253813,253081,248370,
2014,Euro,x1000,V,VI: Veiligheid en Justitie,37,Vreemdelingen,681201,681201,791176,1151621,1142847,
2014,Euro,x1000,V,VI: Veiligheid en Justitie,91,Apparaatsuitgaven kerndepartement,410369,410369,437637,448122,470159,
2014,Euro,x1000,V,VI: Veiligheid en Justitie,92,Nominaal en onvoorzien,41965,41965,30058,0,0,
2014,Euro,x1000,V,VI: Veiligheid en Justitie,93,Geheim,3057,3057,3057,3057,3171,
2014,Euro,x1000,V,VI: Veiligheid en Justitie,-,TOTAAL,11807861,11807861,12174291,12647328,12372721,
2014,Euro,x1000,V,VII: Binnenlandse Zaken en Koninkrijksrelaties,61,Openbaar bestuur en democratie,32629,32629,45217,29931,16323,
2014,Euro,x1000,V,VII: Binnenlandse Zaken en Koninkrijksrelaties,62,Algemene Inlichtingen- en Veiligheidsdienst,188892,198892,202774,197301,188833,
2014,Euro,x1000,V,VII: Binnenlandse Zaken en Koninkrijksrelaties,66,Dienstverlenende en innovatieve overheid,104758,100258,107551,132602,136236,
2014,Euro,x1000,V,VII: Binnenlandse Zaken en Koninkrijksrelaties,67,Arbeidszaken overheid,38897,37897,37136,36724,40415,
2014,Euro,x1000,V,VII: Binnenlandse Zaken en Koninkrijksrelaties,71,Centraal Apparaat,193481,193481,272400,428835,432229,
2014,Euro,x1000,V,VII: Binnenlandse Zaken en Koninkrijksrelaties,72,Algemeen,1450,1450,108513,1101,461,
2014,Euro,x1000,V,VII: Binnenlandse Zaken en Koninkrijksrelaties,73,Nominaal en onvoorzien,1229,1229,12186,0,0,
2014,Euro,x1000,V,VII: Binnenlandse Zaken en Koninkrijksrelaties,74,VUT-fonds,70000,70000,0,0,160000,
2014,Euro,x1000,V,VII: Binnenlandse Zaken en Koninkrijksrelaties,-,TOTAAL,631336,635836,785777,826494,974497,
2014,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,1,Primair onderwijs,9554078,9587743,9613900,9649026,9558272,
2014,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,3,Voortgezet onderwijs,7263617,7263617,7553803,7849342,7486937,
2014,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,4,Beroepsonderwijs en volwasseneneducatie,3892744,3892744,3828258,3939921,3898698,
2014,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,6,Hoger beroepsonderwijs,2573655,2573655,2895423,2958189,2961392,
2014,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,7,Wetenschappelijk onderwijs,4074179,4070873,4207584,4312161,4293686,
2014,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,8,Internationaal onderwijsbeleid,11652,11652,14721,14150,13973,
2014,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,9,Arbeidsmarkt en personeelsbeleid,403506,403506,381900,177553,153898,
2014,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,11,Studiefinanciering,4256376,4256376,4912399,4957118,4846345,
2014,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,12,Tegemoetkoming studiekosten,115064,115064,107642,102659,102472,
2014,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,13,Lesgelden,7087,7087,7109,7116,7116,
2014,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,14,Cultuur,919248,919248,945982,912735,766072,
2014,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,15,Media,977240,977240,1006315,1184316,1180980,
2014,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,16,Onderzoek en wetenschappen,829799,829799,832752,970433,1342276,
2014,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,25,Emancipatie,11449,11449,11924,13534,15444,
2014,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,91,Nominaal en onvoorzien,5367,5367,115267,0,0,
2014,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,95,Apparaatskosten,234723,234723,252047,243936,256178,
2014,Euro,x1000,V,VIII: Onderwijs: Cultuur en Wetenschap,-,TOTAAL,35129784,35160143,36687026,37292189,36883739,
2014,Euro,x1000,V,X: Defensie,1,Opdracht Inzet,6250,6250,248374,274187,263764,
2014,Euro,x1000,V,X: Defensie,2,Taakuitvoering Zeestrijdkrachten,693849,694784,721334,737050,750869,
2014,Euro,x1000,V,X: Defensie,3,Taakuitvoering Landstrijdkrachten,1108639,1105853,1163728,1183368,1290862,
2014,Euro,x1000,V,X: Defensie,4,Taakuitvoering Luchtstrijdkrachten,637987,638348,649527,679077,704621,
2014,Euro,x1000,V,X: Defensie,5,Taakuitvoering Koninklijke Marechaussee,311529,311529,328518,330231,337665,
2014,Euro,x1000,V,X: Defensie,6,Investeringen Krijgsmacht,1616175,1617520,1147372,902526,996956,
2014,Euro,x1000,V,X: Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,814171,815316,794878,764808,606479,
2014,Euro,x1000,V,X: Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,972277,972277,1069891,1072054,1057642,
2014,Euro,x1000,V,X: Defensie,9,Algemeen,113716,113716,114592,115880,81246,
2014,Euro,x1000,V,X: Defensie,10,Centraal apparaat,1698315,1698315,1602594,1584132,1584117,
2014,Euro,x1000,V,X: Defensie,11,Geheime uitgaven,5264,5264,5264,5264,3893,
2014,Euro,x1000,V,X: Defensie,12,Nominaal en onvoorzien,47727,46727,65587,0,0,
2014,Euro,x1000,V,X: Defensie,-,TOTAAL,8025899,8025899,7911659,7648577,7678114,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,11,Waterkwantiteit,34814,34814,39847,42884,40756,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,12,Waterkwaliteit,83393,83393,83503,85635,85651,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,13,Ruimtelijke Ontwikkeling,136319,136319,91338,120750,101410,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,14,Wegen en verkeersveiligheid,28575,28575,31742,35935,26712,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,15,OV-keten,5734,5734,8841,33501,15322,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,16,Spoor,5348,5348,6788,31215,8453,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,17,Luchtvaart,20183,20183,19769,20941,17542,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,18,Scheepvaart,4963,4963,4920,4529,18793,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,19,Klimaat,50581,50581,55842,90822,63217,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,20,Lucht en geluid,32060,32060,38385,42908,36076,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,21,Duurzaamheid,12707,12707,14689,22785,18650,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,22,Externe veiligheid en risico's,25803,25803,23241,20383,15965,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,23,Meteorologie: seismologie en aardobservatie,33190,33190,34832,37620,37645,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,24,Handhaving en toezicht,129559,129559,129307,116481,116481,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,25,Bijdrage BDU,1779634,1779634,1923216,1949119,1872801,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,26,Bijdrage investeringsfondsen,7452327,7452327,7009383,6908777,6910205,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,97,Algemeen departement,27205,27205,29481,55090,63614,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,98,Apparaatsuitgaven Kerndepartement,323235,323235,319112,303683,292085,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,99,Nominaal en onvoorzien,-14543,-14543,-18922,0,0,
2014,Euro,x1000,V,XII: Infrastructuur en Milieu,-,TOTAAL,10171087,10171087,9845314,9923058,9741378,
2014,Euro,x1000,V,XIII: Economische Zaken,11,Goed functionerende economie en markten,196702,196702,215082,197241,195559,
2014,Euro,x1000,V,XIII: Economische Zaken,12,Een sterk innovatievermogen,589198,589198,735946,814829,656850,
2014,Euro,x1000,V,XIII: Economische Zaken,13,Een excellent ondernemingsklimaat,2377631,2377631,2399697,1880714,757490,
2014,Euro,x1000,V,XIII: Economische Zaken,14,Een doelmatige en duurzame energievoorziening,3899850,3899850,3977621,4212097,2646202,
2014,Euro,x1000,V,XIII: Economische Zaken,16,Een concurr.: duurz.en veilige agro-: viss.- en voedeselket.,659135,659135,767489,806755,729130,
2014,Euro,x1000,V,XIII: Economische Zaken,17,Groen onderwijs van hoge kwaliteit,847506,847506,869194,868718,862305,
2014,Euro,x1000,V,XIII: Economische Zaken,18,Natuur: regio en ruimte,402156,402156,430260,401061,392375,
2014,Euro,x1000,V,XIII: Economische Zaken,40,Apparaat,368972,368972,376567,393282,390795,
2014,Euro,x1000,V,XIII: Economische Zaken,41,Nominaal en onvoorzien,250,250,8780,0,0,
2014,Euro,x1000,V,XIII: Economische Zaken,-,TOTAAL,9341400,9341400,9780636,9574697,6630706,
2014,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,1,Arbeidsmarkt,19687,19687,18413,19199,16545,
2014,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,2,Bijstand: Toeslagenwet en Sociale werkvoorziening,10578380,10578380,10073094,7084466,6333698,
2014,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,3,Arbeidsongeschiktheid,649,649,649,586,616,
2014,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,4,Jonggehandicapten,2952962,2952962,2972442,3024897,3019261,
2014,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,5,Werkloosheid,32444,32444,39231,26130,25483,
2014,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,6,Ziekte en zwangerschap,6805,6805,6674,7246,6430,
2014,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,7,Kinderopvang,2402197,2502197,2424033,2313336,2192340,
2014,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,8,Oudedagsvoorziening,1053343,1053343,1038558,1016164,1011827,
2014,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,9,Nabestaanden,964,964,968,805,864,
2014,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,10,Tegemoetkoming ouders,4486790,4515476,4512224,4519668,4441886,
2014,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,11,Uitvoeringskosten,481338,481338,440506,445748,445088,
2014,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,12,Rijksbijdragen,11102706,11102706,11338286,11352184,11353370,
2014,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,13,Integratie en maatschappelijke samenhang,121521,121521,123792,102913,97515,
2014,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,96,Apparaat,285829,285829,260734,260236,256278,
2014,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,97,Aflopende regelingen,0,0,0,0,0,
2014,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,98,Algemeen,48804,48804,47133,44902,42548,
2014,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,99,Nominaal en onvoorzien,181517,81517,65748,0,0,
2014,Euro,x1000,V,XV: Sociale Zaken en Werkgelegenheid,-,TOTAAL,33755936,33784622,33362485,30218480,29243749,
2014,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,1,Volksgezondheid,494520,494520,474852,595504,614940,
2014,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,2,Curatieve Zorg,2692612,2692612,2741136,2744094,2753584,
2014,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,3,Maatschappelijke Ondersteuning en Langdurige Zorg,4193311,4193311,4584559,4571184,4479923,
2014,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,4,Zorgbreed Beleid,694225,694225,741554,711908,715427,
2014,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,5,Jeugd,1404726,1404726,1400038,156055,136134,
2014,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,6,Sport en Bewegen,106544,106544,127634,82463,84715,
2014,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,7,Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog,327802,327802,327676,321786,320591,
2014,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,8,Tegemoetkoming Specifieke Kosten,4466171,4466171,4027240,4270922,5296989,
2014,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,9,Algemeen,30748,30748,38910,39600,36020,
2014,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,10,Apparaatsuitgaven,222722,222722,282152,324504,318527,
2014,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,11,Nominaal en Onvoorzien,-36814,-36814,-14252,1896,0,
2014,Euro,x1000,V,XVI: Volksgezondheid: Welzijn en Sport,-,TOTAAL,14596567,14596567,14731499,13819916,14756850,
